ID,Name,Age,Overall,Club,Value,Wage,Preferred Foot,Height,Weight
226456,Pablo Fornals,22,81,Villarreal CF,€24M,€36K,Right,5'10,148lbs
226271,Fabián,22,81,Napoli,€26M,€64K,Left,6'2,154lbs
225508,E. Bailly,24,81,Manchester United,€21M,€105K,Right,6'1,170lbs
222509,Dani Ceballos,21,81,Real Madrid,€25M,€120K,Right,5'10,154lbs
221992,H. Lozano,22,81,PSV,€24M,€22K,Right,5'9,154lbs
216475,Morales,30,81,Levante UD,€17M,€33K,Right,5'11,154lbs
216451,J. Seri,26,81,Fulham,€20.5M,€73K,Right,5'7,161lbs
216409,M. Politano,24,81,Inter,€22.5M,€57K,Left,5'7,148lbs
216352,M. Brozović,25,81,Inter,€18.5M,€64K,Right,5'11,150lbs
216201,Williams,24,81,Athletic Club de Bilbao,€24.5M,€31K,Right,6'1,174lbs
214997,A. Correa,23,81,Atlético Madrid,€24.5M,€54K,Right,5'7,150lbs
213661,A. Christensen,22,81,Chelsea,€21.5M,€91K,Right,6'2,179lbs
212814,João Mário,25,81,Inter,€22.5M,€71K,Right,5'10,161lbs
212151,T. Strakosha,23,81,Lazio,€17M,€36K,Right,6'4,172lbs
210864,E. Hysaj,24,81,Napoli,€20M,€58K,Right,6'0,154lbs
210406,P. Zieliński,24,81,Napoli,€24.5M,€64K,Right,5'11,165lbs
210243,Ricardo Pereira,24,81,Leicester City,€19M,€64K,Right,5'9,154lbs
210035,Grimaldo,22,81,SL Benfica,€20.5M,€14K,Left,5'7,152lbs
209889,R. Guerreiro,24,81,Borussia Dortmund,€24M,€54K,Left,5'7,157lbs
208135,A. Doucouré,25,81,Watford,€19.5M,€60K,Right,6'0,168lbs
207877,J. Martínez,25,81,Atlanta United,€22.5M,€14K,Right,5'7,152lbs
207664,C. Bacca,31,81,Villarreal CF,€16M,€45K,Right,5'11,170lbs
206467,A. Plea,25,81,Borussia Mönchengladbach,€22M,€40K,Right,5'11,174lbs
205923,B. Davies,25,81,Tottenham Hotspur,€18.5M,€87K,Left,6'0,168lbs
205362,M. Nastasić,25,81,FC Schalke 04,€18.5M,€36K,Left,6'2,183lbs
205175,A. Milik,24,81,Napoli,€25.5M,€71K,Left,6'1,172lbs
204923,M. Sabitzer,24,81,RB Leipzig,€22.5M,€54K,Right,5'10,170lbs
204884,B. Mendy,23,81,Manchester City,€20M,€105K,Left,6'1,187lbs
204024,C. Kramer,27,81,Borussia Mönchengladbach,€17M,€35K,Right,6'3,168lbs
203890,S. Vrsaljko,26,81,Inter,€18M,€57K,Right,5'11,168lbs
203486,T. Hazard,25,81,Borussia Mönchengladbach,€21.5M,€40K,Right,5'9,152lbs
202857,K. Bellarabi,28,81,Bayer 04 Leverkusen,€18M,€76K,Right,6'0,179lbs
202685,S. Zaza,27,81,Torino,€21M,€48K,Left,6'1,185lbs
201454,F. Ghoulam,27,81,Napoli,€16.5M,€68K,Left,6'0,176lbs
200726,B. Lecomte,27,81,Montpellier HSC,€15M,€27K,Left,6'1,172lbs
200647,J. Iličić,30,81,Atalanta,€17M,€41K,Left,6'3,174lbs
200610,K. Volland,25,81,Bayer 04 Leverkusen,€22M,€76K,Left,5'10,187lbs
200454,Paco Alcácer,24,81,Borussia Dortmund,€23.5M,€59K,Right,5'9,159lbs
199715,Vitolo,28,81,Atlético Madrid,€18M,€65K,Right,6'1,174lbs
199503,G. Xhaka,25,81,Arsenal,€22M,€115K,Left,6'1,181lbs
199434,D. Tadić,29,81,Ajax,€17.5M,€26K,Left,5'11,168lbs
199042,C. Aránguiz,29,81,Bayer 04 Leverkusen,€17M,€76K,Right,5'7,154lbs
196889,S. Verdi,25,81,Napoli,€19.5M,€77K,Left,5'7,134lbs
195086,D. Lovren,28,81,Liverpool,€16M,€115K,Right,6'2,185lbs
193532,G. Medel,30,81,Beşiktaş JK,€13M,€56K,Right,5'7,143lbs
193348,X. Shaqiri,26,81,Liverpool,€19M,€130K,Left,5'7,159lbs
193165,J. Corona,25,81,FC Porto,€21.5M,€18K,Right,5'8,137lbs
193105,A. Areola,25,81,Paris Saint-Germain,€16.5M,€61K,Right,6'5,207lbs
192641,K. Vogt,26,81,TSG 1899 Hoffenheim,€17.5M,€42K,Right,6'4,187lbs
191740,Ander Herrera,28,81,Manchester United,€17.5M,€140K,Right,6'0,154lbs
190972,E. Salvio,27,81,SL Benfica,€18.5M,€19K,Right,5'8,170lbs
190813,S. El Shaarawy,25,81,Roma,€21M,€77K,Right,5'10,159lbs
189881,C. Smalling,28,81,Manchester United,€16M,€130K,Right,6'4,179lbs
189362,Hulk,31,81,Shanghai SIPG FC,€15.5M,€25K,Left,5'11,187lbs
189358,S. Kagawa,29,81,Borussia Dortmund,€17.5M,€65K,Right,5'9,150lbs
188988,M. Lanzini,25,81,West Ham United,€23M,€90K,Right,5'6,130lbs
187491,F. Smolov,28,81,Lokomotiv Moscow,€18.5M,€1K,Right,6'2,176lbs
187072,L. Stindl,29,81,Borussia Mönchengladbach,€18M,€43K,Right,5'11,176lbs
185239,O. Toprak,28,81,Borussia Dortmund,€16M,€59K,Right,6'1,183lbs
183900,D. Perotti,29,81,Roma,€17.5M,€84K,Right,5'10,154lbs
182494,F. Muslera,32,81,Galatasaray SK,€10M,€52K,Right,6'3,163lbs
179784,B. Höwedes,30,81,Lokomotiv Moscow,€13M,€1K,Right,6'2,170lbs
179645,S. Kjær,29,81,Sevilla FC,€14M,€23K,Right,6'2,185lbs
177458,S. Bender,29,81,Bayer 04 Leverkusen,€14M,€69K,Right,6'1,176lbs
177326,M. Valbuena,33,81,Fenerbahçe SK,€11M,€86K,Right,5'6,139lbs
175379,Pedro León,31,81,SD Eibar,€15.5M,€32K,Right,6'0,161lbs
173909,K. Boateng,31,81,Sassuolo,€15M,€65K,Right,6'1,190lbs
173771,L. Piszczek,33,81,Borussia Dortmund,€7M,€57K,Right,6'0,174lbs
173221,A. Candreva,31,81,Inter,€15.5M,€74K,Right,5'11,154lbs
172522,D. Wass,29,81,Valencia CF,€17M,€46K,Right,5'11,163lbs
170368,E. Lamela,26,81,Tottenham Hotspur,€21M,€105K,Left,6'0,176lbs
169595,D. Rose,27,81,Tottenham Hotspur,€14.5M,€92K,Left,5'9,168lbs
169416,C. Vela,29,81,Los Angeles FC,€17.5M,€15K,Left,5'10,170lbs
169195,Renato Augusto,30,81,Beijing Sinobo Guoan FC,€16.5M,€28K,Right,6'1,190lbs
167905,A. Valencia,32,81,Manchester United,€10M,€120K,Right,5'11,183lbs
164835,L. Fabiański,33,81,West Ham United,€9M,€70K,Right,6'3,183lbs
162347,João Moutinho,31,81,Wolverhampton Wanderers,€15M,€85K,Right,5'7,134lbs
161956,Borja Valero,33,81,Inter,€11M,€74K,Right,5'9,161lbs
159261,F. Quagliarella,35,81,Sampdoria,€8M,€39K,Right,5'11,174lbs
159145,B. Gomis,32,81,Al Hilal,€14M,€56K,Right,6'0,170lbs
157960,Manuel Fernandes,32,81,Lokomotiv Moscow,€14M,€1K,Right,5'9,165lbs
156519,H. Herrera,28,81,FC Porto,€17.5M,€20K,Right,6'0,159lbs
144622,Raffael,33,81,Borussia Mönchengladbach,€11M,€41K,Right,5'9,152lbs
139068,Nani,31,81,Sporting CP,€15.5M,€19K,Right,5'10,150lbs
138412,J. Milner,32,81,Liverpool,€13.5M,€120K,Right,5'9,154lbs
112316,J. Mathieu,34,81,Sporting CP,€5.5M,€18K,Left,6'2,185lbs
45186,Joaquín,36,81,Real Betis,€6M,€24K,Right,5'10,165lbs
239207,M. Gómez,21,80,RC Celta,€20.5M,€25K,Right,6'1,185lbs
235790,K. Havertz,19,80,Bayer 04 Leverkusen,€22M,€32K,Left,6'2,183lbs
235569,T. Ndombele,21,80,Olympique Lyonnais,€22.5M,€51K,Right,5'11,168lbs
234906,H. Aouar,20,80,Olympique Lyonnais,€23.5M,€51K,Right,5'9,154lbs
234153,Carlos Soler,21,80,Valencia CF,€21M,€31K,Right,5'11,168lbs
234035,Odriozola,22,80,Real Madrid,€18.5M,€115K,Right,5'9,146lbs
230977,M. Almirón,24,80,Atlanta United,€19.5M,€11K,Left,5'9,139lbs
230347,Welington Dano,30,80,Cruzeiro,€10.5M,€34K,Left,5'10,152lbs
230234,Everton Andrão,34,80,Fluminense,€4.5M,€34K,Right,5'10,165lbs
230142,Oyarzabal,21,80,Real Sociedad,€21M,€29K,Left,5'11,172lbs
228229,F. Balbuena,26,80,West Ham United,€15.5M,€80K,Right,6'2,187lbs
227536,M. Marega,27,80,FC Porto,€16M,€19K,Right,6'1,183lbs
226851,B. Pavard,22,80,VfB Stuttgart,€17.5M,€33K,Right,6'1,168lbs
226790,W. Ndidi,21,80,Leicester City,€17M,€50K,Right,6'0,163lbs
226753,A. Onana,22,80,Ajax,€14.5M,€14K,Right,6'2,205lbs
226226,G. Lo Celso,22,80,Real Betis,€20M,€72K,Left,5'9,154lbs
224334,M. Acuña,26,80,Sporting CP,€12.5M,€16K,Left,5'8,152lbs
224293,Rúben Neves,21,80,Wolverhampton Wanderers,€20.5M,€59K,Right,5'11,176lbs
221639,Mariano,24,80,Real Madrid,€20M,€140K,Right,5'11,168lbs
221540,Raúl,28,80,SC Braga,€12M,€19K,Left,6'2,179lbs
220477,M. Caldara,24,80,Milan,€17.5M,€73K,Right,6'2,176lbs
219985,M. Vecino,26,80,Inter,€14.5M,€63K,Right,6'2,179lbs
219809,T. Bakayoko,23,80,Milan,€17M,€85K,Right,6'2,187lbs
218339,M. Dahoud,22,80,Borussia Dortmund,€20M,€50K,Right,5'10,150lbs
216547,Rafa,25,80,SL Benfica,€18.5M,€17K,Right,5'8,146lbs
215785,K. Baldé,23,80,Inter,€20M,€65K,Right,5'11,176lbs
215316,G. Rulli,26,80,Real Sociedad,€14M,€26K,Right,6'2,185lbs
214584,F. Armani,31,80,River Plate,€9M,€22K,Right,6'2,194lbs
212692,Rony Lopes,22,80,AS Monaco,€20M,€65K,Left,5'9,150lbs
212623,Santi Mina,22,80,Valencia CF,€20M,€40K,Right,5'11,170lbs
211748,K. Demirbay,24,80,TSG 1899 Hoffenheim,€19.5M,€37K,Left,6'0,159lbs
211688,Gayà,23,80,Valencia CF,€16.5M,€33K,Left,5'8,146lbs
211575,André Gomes,24,80,Everton,€19.5M,€130K,Right,6'2,185lbs
211256,N. Tagliafico,25,80,Ajax,€15M,€20K,Left,5'7,143lbs
210896,M. Sanson,23,80,Olympique de Marseille,€19.5M,€47K,Right,5'11,161lbs
209960,Pacheco,26,80,Deportivo Alavés,€13M,€23K,Left,6'1,179lbs
208333,E. Can,24,80,Juventus,€19.5M,€91K,Right,6'0,181lbs
208128,H. Çalhanoğlu,24,80,Milan,€19.5M,€89K,Right,5'10,168lbs
207862,M. Ginter,24,80,Borussia Mönchengladbach,€15.5M,€28K,Right,6'2,183lbs
207599,M. Keane,25,80,Everton,€15.5M,€88K,Right,6'3,181lbs
206413,T. Stepanenko,28,80,Shakhtar Donetsk,€12M,€1K,Left,5'11,168lbs
205988,L. Shaw,22,80,Manchester United,€16.5M,€96K,Left,5'11,165lbs
205705,Z. Feddal,28,80,Real Betis,€12M,€29K,Left,6'3,183lbs
205693,S. Haller,24,80,Eintracht Frankfurt,€19M,€41K,Right,6'3,201lbs
205525,Bernard,25,80,Everton,€17.5M,€97K,Right,5'5,132lbs
205114,T. Inui,30,80,Real Betis,€14M,€30K,Right,5'7,139lbs
205070,Portu,26,80,Girona FC,€17.5M,€37K,Right,5'10,154lbs
204529,M. Batshuayi,24,80,Valencia CF,€19.5M,€105K,Right,6'1,172lbs
204399,E. Zahavi,30,80,Guangzhou R&F; FC,€14.5M,€24K,Right,6'0,157lbs
204120,T. Vaclík,29,80,Sevilla FC,€11.5M,€17K,Right,6'2,187lbs
203841,N. Pope,26,80,Burnley,€13M,€48K,Right,6'7,168lbs
203747,Héctor Bellerín,23,80,Arsenal,€16.5M,€85K,Right,5'10,163lbs
203605,P. Kadeřábek,26,80,TSG 1899 Hoffenheim,€14M,€39K,Right,6'0,179lbs
203042,J. Butland,25,80,Stoke City,€14M,€39K,Right,6'5,209lbs
202849,J. Vestergaard,25,80,Southampton,€14.5M,€51K,Right,6'6,216lbs
202695,J. Tarkowski,25,80,Burnley,€15.5M,€56K,Right,6'4,179lbs
202477,Deulofeu,24,80,Watford,€18.5M,€56K,Right,5'10,161lbs
202335,E. Dier,24,80,Tottenham Hotspur,€16.5M,€73K,Right,6'2,198lbs
201377,J. Murillo,26,80,Valencia CF,€16M,€38K,Right,6'0,172lbs
201144,M. Badelj,29,80,Lazio,€11.5M,€53K,Right,6'1,176lbs
201119,Ismaily,28,80,Shakhtar Donetsk,€11.5M,€1K,Left,5'10,181lbs
200536,N. Schulz,25,80,TSG 1899 Hoffenheim,€14.5M,€37K,Left,5'11,172lbs
200458,L. Digne,24,80,Everton,€16M,€79K,Left,5'10,163lbs
200318,M. Uth,26,80,FC Schalke 04,€17.5M,€42K,Left,6'1,159lbs
200315,Cristian Tello,26,80,Real Betis,€16M,€30K,Right,5'10,143lbs
199206,D. Vida,29,80,Beşiktaş JK,€11.5M,€55K,Right,6'0,168lbs
199110,L. Muriel,27,80,Sevilla FC,€17.5M,€24K,Right,5'10,174lbs
199069,V. Aboubakar,26,80,FC Porto,€18M,€19K,Right,6'0,181lbs
198784,A. Oxlade-Chamberlain,24,80,Liverpool,€19.5M,€94K,Right,5'9,154lbs
197853,S. Aurier,25,80,Tottenham Hotspur,€15.5M,€82K,Right,5'9,168lbs
197061,J. Matip,26,80,Liverpool,€15M,€99K,Right,6'4,198lbs
195861,Y. Rakitskyi,28,80,Shakhtar Donetsk,€12M,€1K,Left,6'1,183lbs
194879,Sergi Enrich,28,80,SD Eibar,€15.5M,€34K,Right,5'11,170lbs
194794,A. Yarmolenko,28,80,West Ham United,€15M,€92K,Left,6'3,183lbs
194229,Hugo Mallo,27,80,RC Celta,€13.5M,€27K,Right,5'9,159lbs
194022,André Almeida,27,80,SL Benfica,€12M,€15K,Right,6'1,176lbs
193886,D. Didavi,28,80,VfB Stuttgart,€15M,€44K,Left,5'11,170lbs
193352,R. Rodríguez,25,80,Milan,€15.5M,€81K,Left,5'11,170lbs
193061,R. Pereyra,27,80,Watford,€15.5M,€65K,Right,6'0,170lbs
192789,Mario Gaspar,27,80,Villarreal CF,€12M,€35K,Right,6'0,163lbs
191687,Maicon,29,80,Galatasaray SK,€11.5M,€63K,Right,6'3,196lbs
190815,D. Blind,28,80,Ajax,€12M,€22K,Left,5'11,159lbs
190778,J. Zoet,27,80,PSV,€12.5M,€16K,Right,6'2,194lbs
190544,A. Ljajić,26,80,Beşiktaş JK,€17.5M,€52K,Right,6'0,163lbs
190286,Canales,27,80,Real Betis,€15.5M,€30K,Left,5'11,163lbs
190264,Iago Falqué,28,80,Torino,€15M,€59K,Left,5'9,152lbs
189805,L. de Jong,27,80,PSV,€16M,€23K,Right,6'2,190lbs
189690,Guaita,31,80,Crystal Palace,€9M,€48K,Right,6'3,176lbs
189575,Muniain,25,80,Athletic Club de Bilbao,€18.5M,€31K,Right,5'7,139lbs
189354,Susaeta,30,80,Athletic Club de Bilbao,€14M,€33K,Right,5'10,150lbs
189251,S. Rudy,28,80,FC Schalke 04,€12M,€37K,Right,5'10,163lbs
188943,K. Trapp,27,80,Eintracht Frankfurt,€11.5M,€61K,Right,6'2,190lbs
188942,V. Wanyama,27,80,Tottenham Hotspur,€14.5M,€86K,Right,6'0,192lbs
188829,N. Nkoulou,28,80,Torino,€12M,€50K,Right,6'0,170lbs
188388,R. Boudebouz,28,80,Real Betis,€15M,€31K,Left,5'10,163lbs
188005,Camacho,28,80,VfL Wolfsburg,€13.5M,€51K,Right,6'0,165lbs
186569,S. Ulreich,29,80,FC Bayern München,€10M,€61K,Right,6'4,185lbs
186547,M. Musacchio,27,80,Milan,€12.5M,€85K,Right,5'11,161lbs
186537,C. Stuani,31,80,Girona FC,€13.5M,€41K,Right,6'1,159lbs
185122,P. Gulácsi,28,80,RB Leipzig,€10.5M,€45K,Right,6'4,190lbs
184120,Bruno,34,80,Villarreal CF,€7M,€39K,Left,6'0,161lbs
183427,F. Delph,28,80,Manchester City,€11.5M,€120K,Left,5'9,172lbs
180819,A. Lallana,30,80,Liverpool,€13.5M,€110K,Right,5'10,161lbs
180334,Marcelo,31,80,Olympique Lyonnais,€10M,€64K,Right,6'3,187lbs
180216,S. Coleman,29,80,Everton,€11M,€97K,Right,5'10,148lbs
180175,Alexandre Pato,28,80,Tianjin Quanjian FC,€15.5M,€35K,Right,5'11,179lbs
178424,Antunes,31,80,Getafe CF,€9.5M,€27K,Left,5'9,152lbs
177604,Nacho Monreal,32,80,Arsenal,€8M,€99K,Left,5'10,159lbs
177600,Beñat,31,80,Athletic Club de Bilbao,€12.5M,€30K,Right,5'10,168lbs
176915,A. Fernández,32,80,Beijing Renhe FC,€11M,€20K,Right,5'10,161lbs
176600,K. Gameiro,31,80,Valencia CF,€13.5M,€45K,Right,5'8,154lbs
176376,I. Piatti,33,80,Montreal Impact,€9M,€13K,Right,5'11,168lbs
176104,V. Birsa,31,80,Chievo Verona,€13M,€23K,Left,6'0,179lbs
173373,S. Romero,31,80,Manchester United,€9M,€91K,Right,6'4,192lbs
173208,D. Criscito,31,80,Genoa,€10M,€21K,Left,6'0,165lbs
172114,D. Valeri,32,80,Portland Timbers,€11.5M,€12K,Right,5'10,165lbs
171833,D. Sturridge,28,80,Liverpool,€15.5M,€125K,Left,5'11,168lbs
171579,Raúl García,31,80,Athletic Club de Bilbao,€13M,€30K,Right,6'0,185lbs
170815,S. Defour,30,80,Burnley,€13.5M,€65K,Right,5'9,159lbs
166706,M. Škrtel,33,80,Fenerbahçe SK,€6M,€68K,Right,6'3,179lbs
165109,S. Radu,31,80,Lazio,€10M,€51K,Left,6'0,174lbs
164468,G. Cahill,32,80,Chelsea,€8.5M,€99K,Right,6'4,194lbs
163711,L. Diarra,33,80,Paris Saint-Germain,€6M,€75K,Right,5'9,163lbs
159147,L. Perrin,32,80,AS Saint-Étienne,€8.5M,€37K,Right,5'11,176lbs
158625,Dante,34,80,OGC Nice,€4.5M,€37K,Left,6'2,187lbs
153244,A. Gignac,32,80,Tigres U.A.N.L.,€12M,€70K,Right,6'2,201lbs
150418,M. Gómez,32,80,VfB Stuttgart,€12M,€46K,Right,6'2,196lbs
148119,I. Akinfeev,32,80,PFC CSKA Moscow,€8.5M,€1K,Right,6'1,172lbs
147782,I. Denisov,34,80,Lokomotiv Moscow,€4.5M,€1K,Right,5'9,154lbs
146760,Juanfran,33,80,Atlético Madrid,€5.5M,€53K,Right,5'11,157lbs
146748,Diego López,36,80,RCD Espanyol,€2M,€17K,Right,6'5,196lbs
146562,Santi Cazorla,33,80,Villarreal CF,€8.5M,€39K,Right,5'6,146lbs
146536,Jesús Navas,32,80,Sevilla FC,€11.5M,€22K,Right,5'7,132lbs
142754,J. Mascherano,34,80,Hebei China Fortune FC,€4.5M,€20K,Right,5'9,161lbs
140293,A. Mirante,34,80,Roma,€6M,€51K,Right,6'4,174lbs
139997,D. Srna,36,80,Cagliari,€1.7M,€27K,Right,5'10,172lbs
121944,B. Schweinsteiger,33,80,Chicago Fire,€6M,€11K,Right,6'0,174lbs
110677,Moyá,34,80,Real Sociedad,€6M,€26K,Right,6'2,183lbs
54050,W. Rooney,32,80,DC United,€12M,€13K,Right,5'9,183lbs
49369,Fernando Torres,34,80,Sagan Tosu,€8M,€10K,Right,6'1,174lbs
49031,S. Sorrentino,39,80,Chievo Verona,€1M,€10K,Right,6'1,187lbs
244369,V. Tsygankov,20,79,Dynamo Kyiv,€18M,€1K,Left,5'10,152lbs
239818,Rúben Dias,21,79,SL Benfica,€15M,€10K,Right,6'1,181lbs
236632,David Neres,21,79,Ajax,€18M,€18K,Left,5'9,146lbs
233419,Raphinha,21,79,Sporting CP,€18M,€13K,Left,5'9,150lbs
232097,A. Harit,21,79,FC Schalke 04,€18M,€27K,Right,5'11,148lbs
231943,Richarlison,21,79,Everton,€18M,€79K,Right,5'11,154lbs
231478,L. Martínez,20,79,Inter,€18M,€54K,Right,5'9,174lbs
230938,F. Kessié,21,79,Milan,€19.5M,€24K,Right,6'0,168lbs
230498,Luimo Boas Santos,30,79,Santos,€12M,€26K,Right,5'9,161lbs
230312,Gabri Prestão,26,79,Internacional,€9M,€24K,Right,6'1,176lbs
230251,Melvin Parrela,30,79,América FC (Minas Gerais),€9.5M,€20K,Right,6'2,194lbs
230212,Antônio Chiamuloira,30,79,Internacional,€9.5M,€30K,Left,6'0,174lbs
230201,Maikel Catarino,34,79,Atlético Mineiro,€3.6M,€38K,Right,5'10,165lbs
228941,André Silva,22,79,Sevilla FC,€19M,€84K,Right,6'1,174lbs
227796,C. Pulisic,19,79,Borussia Dortmund,€18M,€26K,Right,5'10,152lbs
227290,M. Dmitrović,26,79,SD Eibar,€10M,€21K,Left,6'4,198lbs
227234,L. Tousart,21,79,Olympique Lyonnais,€14.5M,€43K,Right,6'1,183lbs
226161,Marcos Llorente,23,79,Real Madrid,€16M,€110K,Right,6'0,161lbs
225997,B. Verbič,24,79,Dynamo Kyiv,€15.5M,€1K,Right,5'10,154lbs
225953,S. Bergwijn,20,79,PSV,€18M,€17K,Right,5'10,172lbs
225711,A. Diallo,22,79,Borussia Dortmund,€15M,€43K,Left,6'1,174lbs
225663,A. Golovin,22,79,AS Monaco,€17M,€61K,Right,5'11,152lbs
225647,M. Campaña,29,79,Independiente,€10M,€21K,Right,6'1,165lbs
224254,C. Pavón,22,79,Boca Juniors,€17.5M,€27K,Right,5'9,172lbs
224069,K. Toko-Ekambi,25,79,Villarreal CF,€15M,€38K,Right,6'1,163lbs
223682,Granell,29,79,Girona FC,€12M,€37K,Left,5'9,154lbs
223061,F. Cervi,24,79,SL Benfica,€17M,€15K,Left,5'5,137lbs
222028,J. Weigl,22,79,Borussia Dortmund,€14.5M,€43K,Right,6'1,159lbs
221660,V. Lindelöf,23,79,Manchester United,€14.5M,€91K,Right,6'2,176lbs
220018,A. Rebić,24,79,Eintracht Frankfurt,€16M,€39K,Right,6'1,172lbs
219932,A. Sanabria,22,79,Real Betis,€17.5M,€27K,Right,5'11,163lbs
219576,R. Battaglia,26,79,Sporting CP,€14.5M,€17K,Right,6'2,174lbs
216497,M. Philipp,24,79,Borussia Dortmund,€17M,€53K,Right,6'0,174lbs
216388,A. Saint-Maximin,21,79,OGC Nice,€18M,€31K,Right,5'8,148lbs
216150,D. Zappacosta,26,79,Chelsea,€12.5M,€94K,Right,6'0,159lbs
215353,L. Alario,25,79,Bayer 04 Leverkusen,€16M,€67K,Right,6'0,172lbs
215061,D. Benedetto,28,79,Boca Juniors,€13M,€32K,Right,5'10,176lbs
215057,I. Marcone,28,79,Cruz Azul,€11.5M,€31K,Right,6'0,183lbs
214947,J. Gbamin,22,79,1. FSV Mainz 05,€14.5M,€26K,Right,6'1,183lbs
213991,J. Lerma,23,79,Bournemouth,€14.5M,€55K,Right,5'10,154lbs
213516,Ricardo Horta,23,79,SC Braga,€17M,€16K,Right,5'8,139lbs
213160,R. Zobnin,24,79,Spartak Moscow,€15M,€1K,Right,6'0,165lbs
212150,M. Meyer,22,79,Crystal Palace,€16M,€53K,Right,5'8,150lbs
211368,Bruma,23,79,RB Leipzig,€16.5M,€48K,Right,5'8,154lbs
211267,R. Centurión,25,79,Racing Club,€15.5M,€25K,Right,5'9,163lbs
210455,Jonny,24,79,Wolverhampton Wanderers,€13.5M,€43K,Right,5'7,154lbs
210411,Otávio,23,79,FC Porto,€17.5M,€15K,Right,5'8,157lbs
210324,J. Hofmann,25,79,Borussia Mönchengladbach,€15M,€32K,Right,5'9,154lbs
208920,N. Aké,23,79,Bournemouth,€14.5M,€55K,Left,5'11,165lbs
208334,J. Hector,28,79,1. FC Köln,€10M,€26K,Left,6'1,165lbs
207993,S. Kolašinac,25,79,Arsenal,€13M,€89K,Left,6'0,187lbs
207939,G. Pizarro,28,79,Tigres U.A.N.L.,€10M,€58K,Right,6'1,163lbs
207732,Roger,27,79,Levante UD,€14.5M,€32K,Right,5'10,163lbs
206652,Sergio Rico,24,79,Fulham,€11.5M,€13K,Right,6'4,194lbs
206304,L. Milivojević,27,79,Crystal Palace,€12.5M,€56K,Right,6'1,176lbs
205407,D. Baselli,26,79,Torino,€15.5M,€49K,Right,6'0,154lbs
205193,K. Rekik,23,79,Hertha BSC,€14M,€26K,Left,6'1,174lbs
205192,Denis Suárez,24,79,FC Barcelona,€17.5M,€120K,Right,5'9,152lbs
204638,W. Orban,25,79,RB Leipzig,€13M,€48K,Right,6'1,183lbs
204614,Mário Rui,27,79,Napoli,€11.5M,€60K,Left,5'7,148lbs
204525,Iñigo Martínez,27,79,Athletic Club de Bilbao,€12M,€26K,Left,6'0,170lbs
204311,K. Zouma,23,79,Everton,€14M,€80K,Right,6'3,212lbs
204277,Roque Mesa,29,79,Sevilla FC,€10M,€20K,Right,5'7,163lbs
204082,J. Brooks,25,79,VfL Wolfsburg,€14M,€44K,Left,6'4,172lbs
203775,L. Karius,25,79,Beşiktaş JK,€11.5M,€71K,Right,6'2,192lbs
203757,Zé Luís,27,79,Spartak Moscow,€14.5M,€1K,Left,6'0,194lbs
203483,D. Klaassen,25,79,SV Werder Bremen,€15M,€32K,Right,5'10,154lbs
203362,M. Elyounoussi,23,79,Southampton,€17.5M,€48K,Right,5'10,154lbs
203106,L. Bittencourt,24,79,TSG 1899 Hoffenheim,€16M,€35K,Right,5'7,137lbs
202648,Sergi Darder,24,79,RCD Espanyol,€16M,€29K,Right,5'11,157lbs
202562,J. Roussillon,25,79,VfL Wolfsburg,€14M,€44K,Left,5'9,176lbs
202325,D. Demme,26,79,RB Leipzig,€12M,€50K,Right,5'7,150lbs
202201,J. Gouweleeuw,26,79,FC Augsburg,€12M,€28K,Right,6'2,172lbs
201862,M. Rojo,28,79,Manchester United,€10M,€115K,Left,6'2,176lbs
201519,J. Veretout,25,79,Fiorentina,€16.5M,€59K,Right,5'9,148lbs
201510,L. Kurzawa,25,79,Paris Saint-Germain,€13M,€68K,Left,6'0,168lbs
201508,G. Ramírez,27,79,Sampdoria,€13M,€41K,Left,6'0,170lbs
201505,David López,28,79,RCD Espanyol,€10M,€32K,Right,6'0,179lbs
201325,C. Tătăruşanu,32,79,FC Nantes,€7M,€23K,Right,6'5,190lbs
201143,A. Mandi,26,79,Real Betis,€13M,€26K,Right,6'0,172lbs
201042,D. Sidibé,25,79,AS Monaco,€12M,€61K,Right,6'0,179lbs
200641,Y. Konoplyanka,28,79,FC Schalke 04,€12.5M,€41K,Right,5'10,172lbs
200260,S. Berghuis,26,79,Feyenoord,€15M,€20K,Left,6'0,159lbs
200155,H. Vanaken,25,79,Club Brugge KV,€15.5M,€27K,Right,6'5,176lbs
199823,Campaña,25,79,Levante UD,€15.5M,€28K,Right,5'10,154lbs
199767,M. van Ginkel,25,79,Chelsea,€14.5M,€98K,Right,6'1,181lbs
199561,Nolito,31,79,Sevilla FC,€11M,€21K,Right,5'9,159lbs
199439,M. Gregoritsch,24,79,FC Augsburg,€16M,€27K,Left,6'4,192lbs
199416,Ibai Gómez,28,79,Deportivo Alavés,€12.5M,€31K,Right,5'10,159lbs
199304,Danilo,26,79,Manchester City,€12M,€110K,Right,6'0,172lbs
199189,R. Barkley,24,79,Chelsea,€16M,€89K,Right,6'1,192lbs
199005,M. Ryan,26,79,Brighton & Hove Albion,€10.5M,€41K,Right,6'0,181lbs
198715,Sergio León,29,79,Real Betis,€12.5M,€32K,Right,5'10,161lbs
198200,B. Stambouli,27,79,FC Schalke 04,€10.5M,€33K,Right,5'11,181lbs
198118,J. Guilavogui,27,79,VfL Wolfsburg,€12M,€46K,Right,6'2,170lbs
